"store","websites","attribute_set","type","category_ids","sku","has_options","name","meta_title","meta_description","image","small_image","thumbnail","url_key","url_path","custom_design","page_layout","options_container","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","price","special_price","cost","weight","msrp","status","is_recurring","visibility","tax_class_id","description","short_description","meta_keyword","custom_layout_update","special_from_date","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","website","_media_image","_media_lable","_media_position","_media_is_disabled"
"admin","","","","","describe-polo-tshirt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/s/c/screen7_2.jpg","","3","0"
"admin","base","Describe","simple","28,148","describe-vneck-tshirt","1","Vneck T-Shirt","","","/v/-/v-neck-front.png","/v/-/v-neck-front.png","/v/-/v-neck-front.png","vneck-tshirt","vneck-tshirt.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","300.0000","","","0.0000","","Enabled","No","Catalog","None","Vneck T-Shirt","Vneck T-Shirt","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-24 05:36:06","","1","0","0","1","1","0.0000","1","0","0","1","1","Vneck T-Shirt","0","simple","","","","","","",""
"admin","","","","","describe-vneck-tshirt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/s/c/screen7_3.jpg","","3","0"
"admin","base","Describe","simple","106,127,156","describe-iphone4-cover","0","Apple iPhone 4 Cover","","","/a/p/apple_iphone_4_img.png","/a/p/apple_iphone_4_img.png","/a/p/apple_iphone_4_img.png","iphone4-cover","iphone4-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-12-20 04:57:20","","1","0","0","1","1","0.0000","1","0","0","1","1","Apple iPhone 4 Cover","0","simple","","","","","","",""
"admin","","","","","describe-iphone4-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-iphone5-cover","0","Apple iPhone 5 Cover","","","/a/p/apple_iphone_5_img.png","/a/p/apple_iphone_5_img.png","/a/p/apple_iphone_5_img.png","iphone5-cover","iphone5-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-12-20 04:56:44","","1","0","0","1","1","0.0000","1","0","0","1","1","Apple iPhone 5 Cover","0","simple","","","","","","",""
"admin","","","","","describe-iphone5-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-iphone5c-cover","0","Apple iPhone 5C Cover","","","/a/p/apple_iphone_5c_img.png","/a/p/apple_iphone_5c_img.png","/a/p/apple_iphone_5c_img.png","iphone5c-cover","iphone5c-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-12-20 04:55:49","","1","0","0","1","1","0.0000","1","0","0","1","1","Apple iPhone 5C Cover","0","simple","","","","","","",""
"admin","","","","","describe-iphone5c-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-appleiphone6-cover","0","Apple iPhone 6 Cover","","","/a/p/apple_iphone_6_img.png","/a/p/apple_iphone_6_img.png","/a/p/apple_iphone_6_img.png","iphone6-cover","iphone6-cover-104.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-12-20 04:54:57","","1","0","0","1","1","0.0000","1","0","0","1","1","Apple iPhone 6 Cover","0","simple","","","","","","",""
"admin","","","","","describe-appleiphone6-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-asuszenfone2-cover","0","Asus Zenfone 2 Cover","","","/a/s/asus_zenfone_2_img.png","/a/s/asus_zenfone_2_img.png","/a/s/asus_zenfone_2_img.png","asuszenfone2-cover","asuszenfone2-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 04:01:49","","1","0","0","1","1","0.0000","1","0","0","1","1","Asus Zenfone 2 Cover","0","simple","","","","","","",""
"admin","","","","","describe-asuszenfone2-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/p/r/profile.jpg","","2","0"
"admin","base","Describe","simple","106,127,156","describe-asuszenphone5-cover","0","Asus Zenfone 5 Cover","","","/a/s/asus_zenfone_5_img.png","/a/s/asus_zenfone_5_img.png","/a/s/asus_zenfone_5_img.png","asuszenphone5-cover","asuszenphone5-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 04:01:25","","1","0","0","1","1","0.0000","1","0","0","1","1","Asus Zenfone 5 Cover","0","simple","","","","","","",""
"admin","","","","","describe-asuszenphone5-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-googlenexus5-cover","0","Google Nexus 5 Cover","","","/g/o/google_nexus_5_img.png","/g/o/google_nexus_5_img.png","/g/o/google_nexus_5_img.png","googlenexus5-cover","googlenexus5-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 04:01:04","","1","0","0","1","1","0.0000","1","0","0","1","1","Google Nexus 5 Cover","0","simple","","","","","","",""
"admin","","","","","describe-googlenexus5-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-googlenexus5x-cover","0","Google Nexus 5X Cover","","","/g/o/google_nexus_5x_img.png","/g/o/google_nexus_5x_img.png","/g/o/google_nexus_5x_img.png","googlenexus5x-cover","googlenexus5x-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 04:00:43","","1","0","0","1","1","0.0000","1","0","0","1","1","Google Nexus 5X Cover","0","simple","","","","","","",""
"admin","","","","","describe-googlenexus5x-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-googlenexus6-cover","0","Google Nexus 6 Cover","","","/g/o/google_nexus_6_img.png","/g/o/google_nexus_6_img.png","/g/o/google_nexus_6_img.png","googlenexus6-cover","googlenexus6-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 04:00:26","","1","0","0","1","1","0.0000","1","0","0","1","1","Google Nexus 6 Cover","0","simple","","","","","","",""
"admin","","","","","describe-googlenexus6-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-htc816-cover","0","HTC 816 Cover","","","/h/t/htc_816_img_1.png","/h/t/htc_816_img_1.png","/h/t/htc_816_img_1.png","htc816-cover","htc816-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 04:00:12","","1","0","0","1","1","0.0000","1","0","0","1","1","HTC 816 Cover","0","simple","","","","","","",""
"admin","","","","","describe-htc816-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1_1_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-htc820-cover","0","HTC 820 Cover","","","/h/t/htc_820_img.png","/h/t/htc_820_img.png","/h/t/htc_820_img.png","htc820-cover","htc820-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 03:59:58","","1","0","0","1","1","0.0000","1","0","0","1","1","HTC 820 Cover","0","simple","","","","","","",""
"admin","","","","","describe-htc820-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1_1_1_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-lenovoa6000-cover","0","Lenovo A6000 Cover","","","/l/e/lenovo_a6000_img.png","/l/e/lenovo_a6000_img.png","/l/e/lenovo_a6000_img.png","lenovoa6000-cover","lenovoa6000-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 03:59:44","","1","1","0","1","1","0.0000","1","0","0","1","1","Lenovo A6000 Cover","0","simple","","","","","","",""
"admin","","","","","describe-lenovoa6000-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1_1_1_1_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-lenovoa7000-cover","0","Lenovo A7000 Cover","","","/l/e/lenovo_a7000_img.png","/l/e/lenovo_a7000_img.png","/l/e/lenovo_a7000_img.png","lenovoa7000-cover","lenovoa7000-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 03:59:26","","1","0","0","1","1","0.0000","1","0","0","1","1","Lenovo A7000 Cover","0","simple","","","","","","",""
"admin","","","","","describe-lenovoa7000-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1_1_1_1_1_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-lenovok3note-cover","0","Lenovo K3 Note Cover","","","/l/e/lenovo_k3_note_img.png","/l/e/lenovo_k3_note_img.png","/l/e/lenovo_k3_note_img.png","lenovok3note-cover","lenovok3note-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 03:59:10","","1","0","0","1","1","0.0000","1","0","0","1","1","Lenovo K3 Note Cover","0","simple","","","","","","",""
"admin","","","","","describe-lenovok3note-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1_1_1_1_1_1_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-lenovok4note-cover","0","Lenovo K4 Note Cover","","","/l/e/lenovo_k4_note_img.png","/l/e/lenovo_k4_note_img.png","/l/e/lenovo_k4_note_img.png","lenovok4note-cover","lenovok4note-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 03:58:18","","1","0","0","1","1","0.0000","1","0","0","1","1","Lenovo K4 Note Cover","0","simple","","","","","","",""
"admin","","","","","describe-lenovok4note-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1_1_1_1_1_1_1_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-lenovok5note-cover","0","Lenovo K5 Note Cover","","","/l/e/lenovo_k5_note_img.png","/l/e/lenovo_k5_note_img.png","/l/e/lenovo_k5_note_img.png","lenovok5note-cover","lenovok5note-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 03:58:01","","1","0","0","1","1","0.0000","1","0","0","1","1","Lenovo K5 Note Cover","0","simple","","","","","","",""
"admin","","","","","describe-lenovok5note-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1_1_1_1_1_1_1_1_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-lenovok5plusvibe-cover","0","Lenovo K5 Plus Vibe Cover","","","/l/e/lenovo_k5_plus_vibe_img.png","/l/e/lenovo_k5_plus_vibe_img.png","/l/e/lenovo_k5_plus_vibe_img.png","lenovok5plusvibe-cover","lenovok5plusvibe-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 03:57:40","","1","0","0","1","1","0.0000","1","0","0","1","1","Lenovo K5 Plus Vibe Cover","0","simple","","","","","","",""
"admin","","","","","describe-lenovok5plusvibe-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1_1_1_1_1_1_1_1_1_1_1.png","","1","0"
"admin","base","Describe","simple","106,127,156","describe-lgg4-cover","0","LG G4 Cover","","","/l/g/lg_g4_img.png","/l/g/lg_g4_img.png","/l/g/lg_g4_img.png","lgg4-cover","lgg4-cover.html","","No layout updates","Product Info Column","","",""," ","Use config","Use config","No","0.0000","","","0.1000","","Enabled","No","Catalog","None",".",".","","","","","","","","","0.0000","0.0000","1","0","0","1","1.0000","1","0.0000","1","0","2016-11-22 03:57:21","","1","0","0","1","1","0.0000","1","0","0","1","1","LG G4 Cover","0","simple","","","","","","",""
"admin","","","","","describe-lgg4-cover","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","/i/p/iph6deflsingle_2_1_1_3_1_1_1_1_1_1_1_1_1_1_1_1.png","","1","0"
